,property_type,state,region,lat,lon,area_m2
1276,apartment,Rio Grande do Sul,South,-30.039001,-51.18441,
1277,house,Rio Grande do Sul,South,-30.039379,-51.21991,162
1278,apartment,Rio Grande do Sul,South,-30.033701,-51.204384,
1279,house,Rio Grande do Sul,South,-30.039001,-51.18441,227
1280,apartment,Rio Grande do Sul,South,-30.031385,-51.211151,113
1281,apartment,Rio Grande do Sul,South,-29.7157164,-52.4225323,80
1282,apartment,Rio Grande do Sul,South,-29.7229786,-52.4258488,127
1283,apartment,Rio Grande do Sul,South,-29.6865886,-53.8008685,
1284,house,Rio Grande do Sul,South,-30.069742,-51.211456,235
1285,apartment,Rio Grande do Sul,South,-29.663378,-49.998238,60
1286,house,Rio Grande do Sul,South,-30.149693,-51.212475,239
1287,apartment,Rio Grande do Sul,South,-30.049839,-51.218689,76
1288,house,Rio Grande do Sul,South,-29.956108,-50.978432,68
1289,apartment,Rio Grande do Sul,South,-30.0015869,-51.1436098,105
1290,apartment,Rio Grande do Sul,South,-29.6834474,-53.8095961,73
1291,apartment,Rio Grande do Sul,South,-30.059143,-51.227844,84
1292,apartment,Rio Grande do Sul,South,-30.055977,-51.208221,63
1293,apartment,Rio Grande do Sul,South,-30.007427,-51.153713,93
1294,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,167
1295,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,90
1296,house,Rio Grande do Sul,South,-30.128128,-51.2100712,101
1297,house,Rio Grande do Sul,South,-30.129536,-51.232632,174
1298,apartment,Rio Grande do Sul,South,-30.035332,-51.135017,74
1299,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,73
1300,apartment,Rio Grande do Sul,South,-30.024611,-51.219997,64
1301,apartment,Rio Grande do Sul,South,-29.6817251,-53.8146577,62
1302,house,Rio Grande do Sul,South,-30.088015,-51.237003,219
1303,house,Rio Grande do Sul,South,-29.69261899,-53.85135413,110
1304,apartment,Rio Grande do Sul,South,-30.059143,-51.227844,100
1305,apartment,Rio Grande do Sul,South,-29.6991456,-53.718306,90
1306,house,Rio Grande do Sul,South,-30.06694,-51.199432,196
1307,apartment,Rio Grande do Sul,South,-30.026278,-51.221321,93
1308,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,94
1309,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,87
1310,house,Rio Grande do Sul,South,-30.113007,-51.219631,166
1311,apartment,Rio Grande do Sul,South,-30.036165,-51.189587,80
1312,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,66
1313,apartment,Rio Grande do Sul,South,-30.04122,-51.22538,91
1314,apartment,Rio Grande do Sul,South,-30.041164,-51.198071,74
1315,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,88
1316,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,124
1317,apartment,Rio Grande do Sul,South,-30.098661,-51.245811,58
1318,apartment,Rio Grande do Sul,South,-30.078106,-51.205128,69
1319,apartment,Rio Grande do Sul,South,-29.69887414,-53.81047396,53
1320,apartment,Rio Grande do Sul,South,-29.76752526,-51.12886906,69
1321,house,Rio Grande do Sul,South,-30.185879,-51.153313,105
1322,apartment,Rio Grande do Sul,South,-29.7029243,-52.4295298,77
1323,apartment,Rio Grande do Sul,South,-30.030441,-51.227158,87
1324,apartment,Rio Grande do Sul,South,-29.7676734,-50.0225528,
1325,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,87
1326,apartment,Rio Grande do Sul,South,-30.055731,-51.221252,90
1327,apartment,Rio Grande do Sul,South,-30.093275,-51.202991,64
1328,apartment,Rio Grande do Sul,South,-30.090792,-51.223923,
1329,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,
1330,apartment,Rio Grande do Sul,South,-29.33342181,-49.72447091,124
1331,apartment,Rio Grande do Sul,South,-30.063021,-51.190102,87
1332,apartment,Rio Grande do Sul,South,-29.99527,-51.116348,146
1333,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,67
1334,apartment,Rio Grande do Sul,South,-30.035479,-51.201538,71
1335,house,Rio Grande do Sul,South,-30.090792,-51.223923,119
1336,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,73
1337,apartment,Rio Grande do Sul,South,-30.055332,-51.147655,80
1338,house,Rio Grande do Sul,South,-30.161753,-51.161156,179
1339,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,60
1340,apartment,Rio Grande do Sul,South,-30.028139,-51.217567,74
1341,house,Rio Grande do Sul,South,-29.6846161,-53.8334393,116
1342,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,56
1343,apartment,Rio Grande do Sul,South,-30.039682,-51.219501,71
1344,apartment,Rio Grande do Sul,South,-30.070068,-51.192532,63
1345,apartment,Rio Grande do Sul,South,-30.033369,-51.159775,74
1346,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,102
1347,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,
1348,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,77
1349,house,Rio Grande do Sul,South,-30.1496646,-51.2215859,65
1350,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,76
1351,apartment,Rio Grande do Sul,South,-29.7669851,-51.12981319,
1352,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,
1353,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,79
1354,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,105
1355,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,60
1356,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,
1357,apartment,Rio Grande do Sul,South,-30.020176,-51.13163,115
1358,apartment,Rio Grande do Sul,South,-30.104361,-51.252487,64
1359,apartment,Rio Grande do Sul,South,-30.020874,-51.171539,
1360,house,Rio Grande do Sul,South,-30.140226,-51.211555,198
1361,apartment,Rio Grande do Sul,South,-30.014988,-51.187004,99
1362,apartment,Rio Grande do Sul,South,-29.6950471,-53.8105419,121
1363,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,64
1364,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,80
1365,apartment,Rio Grande do Sul,South,-30.056608,-51.167461,59
1366,apartment,Rio Grande do Sul,South,-29.663378,-49.998238,74
1367,apartment,Rio Grande do Sul,South,-30.0380078,-51.1991348,113
1368,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,145
1369,house,Rio Grande do Sul,South,-30.094461,-51.221725,188
1370,house,Rio Grande do Sul,South,-30.005852,-51.1311,
1371,apartment,Rio Grande do Sul,South,-30.032385,-51.191769,130
1372,apartment,Rio Grande do Sul,South,-30.055332,-51.147655,62
1373,house,Rio Grande do Sul,South,-29.9378043,-51.1737786,
1374,house,Rio Grande do Sul,South,-30.158951,-51.216072,
1375,apartment,Rio Grande do Sul,South,-29.78652226,-51.14350319,57
1376,apartment,Rio Grande do Sul,South,-30.036743,-51.209606,118
1377,house,Rio Grande do Sul,South,-30.014015,-51.175533,250
1378,apartment,Rio Grande do Sul,South,-30.032318,-51.179379,115
1379,apartment,Rio Grande do Sul,South,-30.016756,-51.207436,58
1380,apartment,Rio Grande do Sul,South,-30.017746,-51.144165,69
1381,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,65
1382,house,Rio Grande do Sul,South,-30.161753,-51.161156,159
1383,apartment,Rio Grande do Sul,South,-30.051292,-51.225452,119
1384,apartment,Rio Grande do Sul,South,-30.0532712,-51.1625581,
1385,house,Rio Grande do Sul,South,-30.160891,-51.190681,129
1386,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,
1387,apartment,Rio Grande do Sul,South,-30.027777,-51.162804,99
1388,apartment,Rio Grande do Sul,South,-30.039728,-51.18372,159
1389,house,Rio Grande do Sul,South,-30.161716,-51.202991,62
1390,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,104
1391,apartment,Rio Grande do Sul,South,-29.76093135,-51.14285946,86
1392,apartment,Rio Grande do Sul,South,-29.6980565,-53.8087329,76
1393,apartment,Rio Grande do Sul,South,-30.106045,-51.23962,69
1394,apartment,Rio Grande do Sul,South,-30.023867,-50.245049,
1395,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,90
1396,house,Rio Grande do Sul,South,-30.048243,-51.205936,174
1397,house,Rio Grande do Sul,South,-30.090792,-51.223923,75
1398,apartment,Rio Grande do Sul,South,-30.104843,-51.248154,53
1399,apartment,Rio Grande do Sul,South,-30.011415,-51.185783,200
1400,apartment,Rio Grande do Sul,South,-29.6864839,-53.8092779,175
1401,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,70
1402,apartment,Rio Grande do Sul,South,-30.041273,-51.204395,84
1403,house,Rio Grande do Sul,South,-30.024027,-51.179874,
1404,house,Rio Grande do Sul,South,-29.196629,-51.233566,150
1405,apartment,Rio Grande do Sul,South,-29.99622,-51.135017,62
1406,apartment,Rio Grande do Sul,South,-30.023874,-51.133713,74
1407,apartment,Rio Grande do Sul,South,-30.03689,-51.199066,135
1408,apartment,Rio Grande do Sul,South,-30.046982,-51.206821,67
1409,apartment,Rio Grande do Sul,South,-30.120537,-51.225018,
1410,house,Rio Grande do Sul,South,-30.006463,-51.1447531,161
1411,apartment,Rio Grande do Sul,South,-30.007427,-51.153713,112
1412,house,Rio Grande do Sul,South,-30.1622097,-51.1850867,76
1413,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,212
1414,apartment,Rio Grande do Sul,South,-29.1680505,-51.50825788,
1415,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,
1416,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,54
1417,apartment,Rio Grande do Sul,South,-29.763708,-51.155926,98
1418,apartment,Rio Grande do Sul,South,-30.030844,-51.234386,116
1419,house,Rio Grande do Sul,South,-30.107187,-51.238651,
1420,apartment,Rio Grande do Sul,South,-30.041164,-51.198071,77
1421,house,Rio Grande do Sul,South,-30.088015,-51.237003,100
1422,house,Rio Grande do Sul,South,-29.6927907,-53.7821632,221
1423,house,Rio Grande do Sul,South,-30.0260208,-51.1484338,194
1424,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69
1425,apartment,Rio Grande do Sul,South,-29.70682,-53.8195954,58
1426,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,148
1427,apartment,Rio Grande do Sul,South,-29.7071394,-53.7173366,65
1428,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,
1429,apartment,Rio Grande do Sul,South,-30.005852,-51.1311,94
1430,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,97
1431,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,76
1432,apartment,Rio Grande do Sul,South,-30.004568,-51.16246,90
1433,apartment,Rio Grande do Sul,South,-30.045074,-51.136372,56
1434,house,Rio Grande do Sul,South,-30.128674,-51.234386,
1435,apartment,Rio Grande do Sul,South,-30.047504,-51.204636,90
1436,apartment,Rio Grande do Sul,South,-29.7077193,-53.7310484,79
1437,apartment,Rio Grande do Sul,South,-30.048243,-51.205936,66
1438,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,64
1439,house,Rio Grande do Sul,South,-30.1604881,-51.1810693,85
1440,apartment,Rio Grande do Sul,South,-30.105619,-51.242771,69
1441,house,Rio Grande do Sul,South,-30.004272,-51.145504,231
1442,apartment,Rio Grande do Sul,South,-30.023867,-50.245049,124
1443,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,67
1444,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,163
1445,house,Rio Grande do Sul,South,-30.161753,-51.161156,137
1446,apartment,Rio Grande do Sul,South,-30.081381,-51.205845,53
1447,apartment,Rio Grande do Sul,South,-30.039682,-51.219501,64
1448,apartment,Rio Grande do Sul,South,-30.019091,-51.1663542,56
1449,house,Rio Grande do Sul,South,-29.8958873,-51.150844,113
1450,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,83
1451,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,59
1452,house,Rio Grande do Sul,South,-29.9786015,-51.1760304,161
1453,apartment,Rio Grande do Sul,South,-30.019997,-51.170139,93
1454,apartment,Rio Grande do Sul,South,-30.084469,-51.212692,
1455,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,176
1456,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,85
1457,apartment,Rio Grande do Sul,South,-30.0115122,-51.1416131,94
1458,apartment,Rio Grande do Sul,South,-29.69703169,-53.8031155,
1459,apartment,Rio Grande do Sul,South,-30.072315,-51.196423,61
1460,apartment,Rio Grande do Sul,South,-30.019669,-51.200359,236
1461,apartment,Rio Grande do Sul,South,-30.031361,-51.15786,89
1462,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,143
1463,house,Rio Grande do Sul,South,-30.161716,-51.202991,151
1464,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,99
1465,apartment,Rio Grande do Sul,South,-30.0880832,-51.2378258,116
1466,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,83
1467,house,Rio Grande do Sul,South,-29.7064964,-52.3961932,144
1468,apartment,Rio Grande do Sul,South,-30.039379,-51.21991,64
1469,apartment,Rio Grande do Sul,South,-30.005852,-51.1311,74
1470,house,Rio Grande do Sul,South,-30.0753527,-51.0270004,100
1471,house,Rio Grande do Sul,South,-29.33136,-49.803558,
1472,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,66
1473,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,68
1474,apartment,Rio Grande do Sul,South,-30.0289739,-51.1994458,79
1475,house,Rio Grande do Sul,South,-29.14435,-51.536037,219
1476,apartment,Rio Grande do Sul,South,-29.6993687,-53.8125363,120
1477,house,Rio Grande do Sul,South,-30.084679,-51.202564,249
1478,apartment,Rio Grande do Sul,South,-30.105785,-51.250889,161
1479,house,Rio Grande do Sul,South,-30.1021135,-51.2520687,238
1480,apartment,Rio Grande do Sul,South,-30.045778,-51.171303,80
1481,apartment,Rio Grande do Sul,South,-30.0448466,-51.191507,80
1482,apartment,Rio Grande do Sul,South,-30.110956,-51.253216,109
1483,house,Rio Grande do Sul,South,-29.33136,-49.803558,
1484,house,Rio Grande do Sul,South,-30.05175,-51.182068,
1485,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,54
1486,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,89
1487,apartment,Rio Grande do Sul,South,-30.045439,-51.203999,104
1488,apartment,Rio Grande do Sul,South,-30.055332,-51.147655,67
1489,house,Rio Grande do Sul,South,-30.128086,-51.218689,204
1490,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,224
1491,apartment,Rio Grande do Sul,South,-30.04974,-51.193836,67
1492,apartment,Rio Grande do Sul,South,-29.7052783,-53.7238311,
1493,apartment,Rio Grande do Sul,South,-30.019091,-51.1663542,93
1494,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,90
1495,apartment,Rio Grande do Sul,South,-29.6892554,-53.8037749,115
1496,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,220
1497,apartment,Rio Grande do Sul,South,-30.055977,-51.208221,91
1498,apartment,Rio Grande do Sul,South,-30.046982,-51.206821,66
1499,house,Rio Grande do Sul,South,-30.161753,-51.161156,
1500,apartment,Rio Grande do Sul,South,-29.7001107,-53.8049833,72
1501,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,58
1502,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,73
1503,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,184
1504,apartment,Rio Grande do Sul,South,-30.008984,-51.20121,62
1505,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,79
1506,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,118
1507,apartment,Rio Grande do Sul,South,-29.6855627,-53.8010601,119
1508,apartment,Rio Grande do Sul,South,-30.041164,-51.198071,158
1509,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,249
1510,apartment,Rio Grande do Sul,South,-30.031609,-51.166382,162
1511,apartment,Rio Grande do Sul,South,-29.76737625,-51.12882614,61
1512,house,Rio Grande do Sul,South,-30.1438956,-51.2161205,166
1513,house,Rio Grande do Sul,South,-30.119474,-51.250092,
1514,house,Rio Grande do Sul,South,-29.997314,-51.120647,147
1515,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,91
1516,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,104
1517,apartment,Rio Grande do Sul,South,-30.13772,-51.213364,
1518,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,59
1519,apartment,Rio Grande do Sul,South,-30.04974,-51.193836,71
1520,apartment,Rio Grande do Sul,South,-30.0300876,-51.1794505,155
1521,house,Rio Grande do Sul,South,-30.006653,-51.108894,
1522,apartment,Rio Grande do Sul,South,-29.76993268,-51.14685059,124
1523,house,Rio Grande do Sul,South,-29.7098528,-53.7280093,250
1524,house,Rio Grande do Sul,South,-29.99527,-51.116348,156
1525,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,68
1526,apartment,Rio Grande do Sul,South,-30.105785,-51.250889,145
1527,house,Rio Grande do Sul,South,-30.034061,-51.135494,86
1528,apartment,Rio Grande do Sul,South,-30.070068,-51.192532,61
1529,apartment,Rio Grande do Sul,South,-29.178246,-51.209484,101
1530,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,87
1531,house,Rio Grande do Sul,South,-30.022793,-51.144161,203
1532,apartment,Rio Grande do Sul,South,-30.071451,-51.206734,66
1533,house,Rio Grande do Sul,South,-30.055965,-51.203663,159
1534,apartment,Rio Grande do Sul,South,-30.038923,-51.191185,94
1535,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,57
1536,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,53
1537,apartment,Rio Grande do Sul,South,-29.6965406,-53.7993096,179
1538,apartment,Rio Grande do Sul,South,-29.6892764,-53.8086158,94
1539,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,58
1540,apartment,Rio Grande do Sul,South,-30.03548,-51.191505,84
1541,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,93
1542,apartment,Rio Grande do Sul,South,-30.025932,-51.197933,252
1543,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,105
1544,apartment,Rio Grande do Sul,South,-29.68342088,-53.80030144,98
1545,house,Rio Grande do Sul,South,-30.054819,-51.192276,205
1546,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,112
1547,apartment,Rio Grande do Sul,South,-30.014446,-51.187298,70
1548,apartment,Rio Grande do Sul,South,-29.878993,-51.1701574,64
1549,apartment,Rio Grande do Sul,South,-30.040466,-51.182224,91
1550,apartment,Rio Grande do Sul,South,-29.17334316,-51.51515813,98
1551,apartment,Rio Grande do Sul,South,-29.6959483,-52.4429813,100
1552,apartment,Rio Grande do Sul,South,-30.030588,-51.138939,69
1553,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,55
1554,apartment,Rio Grande do Sul,South,-30.024878,-51.204952,183
1555,house,Rio Grande do Sul,South,-30.057297,-51.155926,248
1556,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,115
1557,apartment,Rio Grande do Sul,South,-30.056608,-51.167461,70
1558,apartment,Rio Grande do Sul,South,-29.6931845,-53.7833688,126
1559,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,61
1560,house,Rio Grande do Sul,South,-30.11858,-51.258995,135
1561,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,75
1562,apartment,Rio Grande do Sul,South,-30.020584,-51.168861,125
1563,apartment,Rio Grande do Sul,South,-30.025932,-51.197933,
1564,apartment,Rio Grande do Sul,South,-29.6981928,-53.8114216,180
1565,house,Rio Grande do Sul,South,-29.7161372,-53.8022412,220
1566,apartment,Rio Grande do Sul,South,-30.015366,-51.193504,170
1567,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,56
1568,apartment,Rio Grande do Sul,South,-30.055332,-51.147655,66
1569,house,Rio Grande do Sul,South,-29.99527,-51.116348,142
1570,apartment,Rio Grande do Sul,South,-29.6987463,-53.8112023,87
1571,apartment,Rio Grande do Sul,South,-30.036165,-51.189587,
1572,apartment,Rio Grande do Sul,South,-30.1125,-51.24583,92
1573,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,166
1574,apartment,Rio Grande do Sul,South,-30.023405,-51.183788,92
1575,apartment,Rio Grande do Sul,South,-30.03059,-51.163441,107
1576,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,
1577,apartment,Rio Grande do Sul,South,-29.6946532,-53.8098144,172
1578,apartment,Rio Grande do Sul,South,-30.090624,-51.132404,55
1579,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,104
1580,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,
1581,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,64
1582,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,73
1583,apartment,Rio Grande do Sul,South,-30.040146,-51.176842,66
1584,apartment,Rio Grande do Sul,South,-30.02673,-51.191914,71
1585,apartment,Rio Grande do Sul,South,-30.050913,-51.187576,70
1586,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,116
1587,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,
1588,apartment,Rio Grande do Sul,South,-29.815346,-50.070118,177
1589,apartment,Rio Grande do Sul,South,-30.077112,-51.242191,73
1590,house,Rio Grande do Sul,South,-29.7767529,-51.1067147,196
1591,apartment,Rio Grande do Sul,South,-30.055965,-51.203663,78
1592,house,Rio Grande do Sul,South,-30.00388,-51.162075,172
1593,apartment,Rio Grande do Sul,South,-30.034058,-51.188877,118
1594,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,
1595,apartment,Rio Grande do Sul,South,-29.6989074,-53.8021423,61
1596,house,Rio Grande do Sul,South,-30.110655,-51.240932,
1597,apartment,Rio Grande do Sul,South,-30.014988,-51.187004,73
1598,apartment,Rio Grande do Sul,South,-30.100618,-51.249584,72
1599,apartment,Rio Grande do Sul,South,-30.090792,-51.223923,68
1600,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,
1601,apartment,Rio Grande do Sul,South,-30.035332,-51.135017,92
1602,apartment,Rio Grande do Sul,South,-29.6914534,-53.8109173,142
1603,apartment,Rio Grande do Sul,South,-30.048101,-51.171612,
1604,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,101
1605,apartment,Rio Grande do Sul,South,-30.0541827,-51.1629938,68
1606,apartment,Rio Grande do Sul,South,-30.0461859,-51.1710289,88
1607,house,Rio Grande do Sul,South,-30.1542886,-51.1667703,91
1608,house,Rio Grande do Sul,South,-30.185879,-51.153313,98
1609,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,65
1610,apartment,Rio Grande do Sul,South,-29.6845201,-53.8001302,144
1611,house,Rio Grande do Sul,South,-30.1573173,-51.1817809,166
1612,apartment,Rio Grande do Sul,South,-30.0247181,-51.1360951,144
1613,apartment,Rio Grande do Sul,South,-30.05345132,-51.20198937,78
1614,apartment,Rio Grande do Sul,South,-30.023117,-51.216625,102
1615,apartment,Rio Grande do Sul,South,-30.050762,-51.191677,158
1616,house,Rio Grande do Sul,South,-30.144308,-51.208321,99
1617,apartment,Rio Grande do Sul,South,-29.6852122,-53.8117241,102
1618,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,60
1619,apartment,Rio Grande do Sul,South,-29.6879126,-53.8143681,122
1620,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,132
1621,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,67
1622,apartment,Rio Grande do Sul,South,-30.032858,-51.207561,
1623,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,106
1624,house,Rio Grande do Sul,South,-30.131611,-51.222366,
1625,apartment,Rio Grande do Sul,South,-29.6935552,-53.7976012,125
1626,apartment,Rio Grande do Sul,South,-29.70224611,-53.71698081,167
1627,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,
1628,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,59
1629,apartment,Rio Grande do Sul,South,-29.7034042,-53.72122868,90
1630,apartment,Rio Grande do Sul,South,-29.686794,-53.809334,100
1631,apartment,Rio Grande do Sul,South,-29.70226464,-53.71710594,79
1632,house,Rio Grande do Sul,South,-30.161753,-51.161156,130
1633,apartment,Rio Grande do Sul,South,-29.72452849,-52.42610203,90
1634,apartment,Rio Grande do Sul,South,-29.763708,-51.155926,159
1635,apartment,Rio Grande do Sul,South,-29.6801896,-53.8090229,
1636,apartment,Rio Grande do Sul,South,-29.6878592,-53.8103244,80
1637,house,Rio Grande do Sul,South,-30.014015,-51.175533,170
1638,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,71
1639,house,Rio Grande do Sul,South,-30.147711,-51.216839,156
1640,apartment,Rio Grande do Sul,South,-30.023874,-51.133713,141
1641,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,99
1642,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,73
1643,apartment,Rio Grande do Sul,South,-29.7050721,-53.8160066,58
1644,house,Rio Grande do Sul,South,-30.152267,-51.205177,
1645,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,64
1646,apartment,Rio Grande do Sul,South,-30.104843,-51.248154,54
1647,apartment,Rio Grande do Sul,South,-29.920921,-51.171612,76
1648,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,110
1649,house,Rio Grande do Sul,South,-30.128674,-51.234386,247
1650,apartment,Rio Grande do Sul,South,-30.035622,-51.232117,54
1651,apartment,Rio Grande do Sul,South,-30.015326,-51.152897,
1652,apartment,Rio Grande do Sul,South,-29.688366,-53.8202136,185
1653,apartment,Rio Grande do Sul,South,-30.0044809,-51.1567027,87
1654,apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,86
1655,apartment,Rio Grande do Sul,South,-30.030418,-51.187057,211
1656,house,Rio Grande do Sul,South,-30.156887,-51.212734,128
1657,house,Rio Grande do Sul,South,-30.002295,-51.123158,249
1658,house,Rio Grande do Sul,South,-30.006653,-51.108894,153
1659,house,Rio Grande do Sul,South,-29.924559,-51.182068,90
1660,house,Rio Grande do Sul,South,-30.1563821,-51.2173338,103
1661,house,Rio Grande do Sul,South,-30.150503,-51.213573,188
1662,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,102
1663,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,
1664,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,85
1665,apartment,Rio Grande do Sul,South,-30.1566548,-51.2199962,68
1666,apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,
1667,apartment,Rio Grande do Sul,South,-29.924559,-51.182068,79
1668,apartment,Rio Grande do Sul,South,-29.6846114,-53.7994801,110
1669,apartment,Rio Grande do Sul,South,-30.042521,-51.225136,66
1670,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,
1671,apartment,Rio Grande do Sul,South,-29.6851931,-53.8010461,
1672,apartment,Rio Grande do Sul,South,-30.039059,-51.19474,73
1673,apartment,Rio Grande do Sul,South,-30.032684,-51.198807,62
1674,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69
1675,house,Rio Grande do Sul,South,-30.033852,-51.133347,219
1676,house,Rio Grande do Sul,South,-30.088015,-51.237003,145
1677,house,Rio Grande do Sul,South,-30.128674,-51.234386,248
1678,house,Rio Grande do Sul,South,-30.057297,-51.155926,239
1679,house,Rio Grande do Sul,South,-29.99622,-51.135017,249
1680,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,77
1681,house,Rio Grande do Sul,South,-30.0755189,-51.201529,126
1682,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,83
1683,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,74
1684,apartment,Rio Grande do Sul,South,-30.005945,-51.162769,
1685,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,144
1686,apartment,Rio Grande do Sul,South,-30.128086,-51.218689,80
1687,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,75
